"name","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Dove shampoo Hidratación Anti-Nudos","7791064",8.925,0.155,1.5,0.25,3.3,8.495,8.86875
"Dove Shampoo Fuerza Anti-Quiebre","7791065",11.839999,0.128,0,0,4.7599998,11.144,8.88512
"MD shampoo sólido fortalecedor romero","7791070",0,0,0,0,0,0,10
"MD shampoo sólido para cabellos secos lavanda y argan","7791071",0,0,0,0,0,0,10
"Agalma shampoo sólido reparador","7791081",2.1111112,0,2,0,2,0.90000004,9.220987
"Colibria Shampoo solido equilibrado","7791108",3.9833333,0,0,0,0,2.6666667,8.891666
"Colibria shampoo solido Anticaida","7791109",1.7875,0,0,0,0,0.375,9.729688
"VESPERO COCO SHAMPOO","7791133",5.875,0.0125,1.5,0,1.5,2.625,8.560938
"Oliva 60 Barra de Shampoo","7502292420083",4.5000005,0,0,0,1.7333333,4.2000003,9.304444
"Estrella Baby Shampoo cabellos suaves con vitamina E","7790064007000",10.3076935,0.35384616,0,0.15384616,3.1538465,5,8.540829
"Vespero shampoo ortiga y romero","7791151",16.847826,0.5347826,0,0,5.869565,7.826087,8.648771
"Daori Shampoo sólido lavanda & salvia","7791167",4.2222223,0,0,0,1.5555556,1.888889,9.148149
"KÉRATASE DISCIPLINE OLEO CURL","3474636349913",15.532258,0.2967742,0.32258064,0.41935483,9.290322,2.967742,9.070031
"Oma Gertrude Mascarilla capilar reparación y nutrición cabellos secos y dañados","4743318168050",1.8941178,0,1.7647059,0,1.117647,2.882353,9.549481
"Seda Creme de Pentear Cachos Definidos 300ml","7891037000322",10.409092,0.1590909,0,2.3636365,4.5909095,8.772727,8.804752
"Pantene TRATAMENTO CAPILAR MICRO-BLINDAGEM","2023",10.53125,0.35625002,0,0,2.875,8.5625,8.604688
"Garnier Creme de Pentear Fructtis óleo Blindagem","7898587762878",6.5,0.13636364,0,0,2.8181818,3.6363635,8.809917
"919 Tratamiento pre-color con aloe vera","253",5.1500006,0.365,0.6,4.7500005,5.55,2.95,9.03175
"919 Tratamiento post-color con aloe vera","254",6.481818,0.23636363,0.90909094,4.4545455,5.090909,4,8.075207
"Mascarilla Intensiva Argan Oil Herbal Essences","351",8.285714,0.12857144,0,0,6.214285,5.928571,8.531632
"Mascarilla Capilar Reparadora Express Miel y aguacate Organic Shop","4743318166742",3.2789474,0,1.8947369,0,1.2105263,4.1578946,9.445152
"Pantene Crema para Peinar Edición de Verano","375",10.583334,0.05,1,2.0833335,4.5,6.208333,8.982292
"Weleda Fitoacondicionador Reparador de Argán","7798036820916",6.785714,0,0,0,1.2857143,5.642857,9.020409
"Frenzzi Cascada de Proteínas con Soja, Lino y Arroz","7795513060285",7.35,0.010000001,0.1,0.1,5.1,3.6999998,8.364
"BEL-LAB MASCARA CAPILAR","7798273660313",6.059375,0,0,0,6.53125,2.4375,9.530371
"Garnier fructis mascarilla hair food banana","779922",8.375,0,0,0,0,6.5,9.25625
"VIE MYSTIQ CREMA PARA PEINAR","7791105",2.142857,0,1.2857144,0,2.5714288,2.642857,9.382653
"NOUGAT TINTURA","7791442000620",7.357143,0.05714286,1.7142857,0.5714286,0.2857143,2.7142859,8.185715
"Cielo color colorante capilar","7791126",4.3,0,0,1.2,0,2.2,8.46
"Esterocolor funky colors coloracion semi permanente","7791127",6.666667,0.23333335,0,0,1.4444444,2.777778,8.764197
"CREMA DE TRATAMIENTO PRIMONT BIO BALANCE RULOS","7798151507150",6.7071433,0,0,0,4.642857,3.4714289,8.941326
"Dekka Serum Capilar","7798361730058",6.3333335,0,0,0,1,4.25,9.034722
"Capilatis enjuague para cabellos tenidos","7792640002416",13.15625,0,0,0.875,9.375,3.3125,8.330078
"Uvas Frescas Crema Antiedad Hidratante y Regeneradora","84360100088880",0.8769231,0,0.7692308,0,2.1153846,1.0769231,9.813906
"Farma Clean Máscara Puntos Negros (con carbón activado de bambú)","77959966",3.1818182,0.7545455,0,0,3.6363637,1.5454545,9.171074
"Agua Calma Crema Facial de Hamamelis","779629",2.3076923,0.12307693,0.23076923,0,1.5384616,2,9.523077
"La roche-posay effaclar duo","779812",3.7592595,0,2.148148,0,10.481482,5.962963,9.172153
"Eucerin Dermopure fluido matificante","779813",2.527778,0,0.8888889,0,3.777778,2.7777781,9.445988
"Isdin Teen Skin Acniben Gel Crema Control de Brillos y Granos","779814",6.5413795,0.37241378,1.1724138,2,8.137931,6.551724,9.145659
"Las Rishis Crema facial Alcione","779815",2.6363635,0,0,0,1.2727273,0.72727275,9.578512
"Las Rishis SERUM ANTIACNÉ","779816",2.8200002,0,1.5,0,3.1,1.6999999,9.544
"EFFACLAR ULTRA CONCENTRATED SERUM","779817",5.4722223,0.23333335,0.33333334,0,2.1111112,3.0555558,9.377469
"Eucerin DERMOPURE OIL CONTROL Serum Triple Efecto","779818",3.03125,0.112500004,0.75,0,3.1875,2.4375,9.405078
"Acnoxin","779824",2.857143,0,0,0,2.5714285,2.7142859,8.836735
"Bennie Club serum antiacné","779924",2.6,0,0,0,0,0.4,9.7
"Ba byeance mascarilla purificante piel aneicas","779980",0.5,0,0,0,0.8333333,0.33333334,9.722222
"Ba byeance emulsión de limpieza piel acneica","779981",0.0125,0,0,0,1.25,1.5,9.654688
"Ba byeance barra espumante facial","779983",0,0,0,0,0.5,0.75,9.6875
"CREME ANTI-IDADE HYALU B5 REPAIR","3337872413728",6.519231,0.13846155,1.7307692,0,9.615385,6.3846154,9.061982
"La Roche Posay Effaclar Anti-idade","3337872413155",4.625,0.0125,0.125,0.125,0.875,2.875,9.460156
"Redermic Hyalu C Tubo","3337872413704",6.0041666,0.029166667,1.2916666,0.29166666,7.6666665,4.3333335,9.182639
"Essencele Profuse Filler R","7896658026355",9.78125,0.6875,3.40625,1.75,8.53125,11.21875,8.894531
"Weleda Crema de Día Alisante","333",6.24,0,0,0,1.88,1.64,9.6096
"Guiv Contorno de ojos atenea","781246",2.7916665,0.016666668,0,0,2.4166667,2.6666667,9.671181
"Rosehip contorno de ojos concentrado","779901",1.0999999,0.15789475,0,0,0.8947368,1.263158,9.820222
"ACF dadatina contorno de ojos","779906",4.84,0,0.96000004,0,8.72,4.3999996,9.2432
"Skin matters roll-on contorno de ojos","750948",0,0,0,0,0,0,10
"Colibria contorno de ojos","7791125",0.25,0,1.5,0,0.5,0,9.4375
"Manzanilla corrector de ojeras","780714",1,0,0,0,1,2,6
"Weleda Contorno de Ojos reafirmante de Granada","780726",0.93333334,0,0,0,0,0.93333334,9.875556
"CAVIAHUE gel exfoliante facial","7798120265814",4.5333333,0,0,0,0,2,8.911111
"St. Ives Gentle Smoothing Oatmeal Scrub & Mask","7704335586",10.36111,0.47777778,3.833333,0.8888889,9.944445,11.388889,7.950309
"Ahal MASCARILLA - EXFOLIANTE DE TEPEZCOHUITE","750549",0,0.16153847,0,0,0,1.0769231,9.904734
"JACTAN'S Máscara Facial Regeneradora anti age con colágeno","7798214898706",3.8888888,0.26666668,0,0,1.888889,1.8148148,9.708917
"Crema facial hidratante de Noche con Ácido Hialurónico","3499320009737",5.966666,0.35,1.6,1.6,8.1,5.9333334,9.215
"Loción facial hidratante de dí­a con Ácido Hialurónico","96",4.6,0.17333333,0,1.7333333,3.1333334,1.6666667,9.2462225
"NEUTROGENA HYDRO BOOST WATER GEL FPS25 HIDRATANTE FACIAL 55G","7891010887742",10.74,0.488,7,4.7599998,10.320001,7.32,8.37488
"The Body Shop Creme Firmador Facial Roots Of Strength","2020",9.871796,0.37435898,1.0256411,0,9.102565,5.564103,9.334911
"IOMA Gel Riparatore Giorno e Notte 7 x 1 ml Monodose","3700527702261",8.272728,0.05454546,0.40909094,0.09090909,3.3636365,6.227273,9.16281
"The Chemist Look BOOSTER VIT-B3/Zn-Boosters Plus","255",6.1428566,0.071428575,0,0,0.5714286,2.142857,9.362245
"The Chemist Look BOOSTER DETOIL","257",0.7,0,0,0,1.4,0.90000004,9.7
"The Chemist Look BOOSTER VIT-C/FE ANTI-STRESS","258",5.421053,0,0,0,1.4736841,2.9473684,9.481995
"Profuse Densifiant Fondant Olhos","7896658026980",5.3558826,0.45000002,0.7647059,1.9411764,6.1764708,4.147059,9.446021
"Profuse Densifiant Creme","7896658026997",10.469564,0.32391307,0,2.4130435,6.0652175,7.173913,9.425095
"Pigmentclar Olhos","3337872414152",5.8181815,0.5636364,3.3030305,0,6.3333335,6.151515,9.328191
"Creme Facial Nivea Nutritivo","42360407",6.1875,0.09375,0.625,0,6.9375,3.1875,8.935547
"Crema Hidratante facial y corporal Granada Sante","4025089076933",6.1199994,0,0,0,2.8400002,4.8799996,9.4464
"Fluido alisante de Rosa de Mosqueta Weleda","4001638086875",8.388889,0,0,0,1.9444444,4.8333335,9.157408
"Botanical Crema facial Hidratante Reparadora Higo chumbo Alcaparra Olivo","8436560112518",0.8714286,0,0,0,3,1.6785715,9.801785
"Crema de Noche reafirmante de Granada Weleda","4001638091015",4.3333335,0,0,0,0.8333334,3,9.546296
"Avon Care restauración de aceite y coco Crema de Manos","7909189077649",4.415385,0,0.7692308,0,4.6153846,4.9230776,8.8674555
"REFRESHING BODY WASH ROSE WATER AND ALOE VERA","370",12.157894,0.13157897,0.68421054,0.7894737,3.5789473,9.31579,8.596952
"Avon Care Hidratación 3 en 1 Locion Facial","7909189079070",2.8999999,0.02727273,0,1.6363636,2.5454547,4.181818,8.973554
"Eucerin Hyalorun Filler Hydrating Booster","403",6.3499994,0.060000002,0,0.2,0.4,1.6999999,9.129
"Lancôme ADVANCED GÉNIFIQUE","405",4.4999995,0.4043478,2,0,5.173913,11.347827,8.981475
"Kiehl's Ultra Facial Cream, SPF 30","3700194719364",6.121212,0.15454546,0.93939394,0,10.848485,5.060606,9.299266
"Kiehl's Since 1851 Ultra Facial Cream","3700194712068",8.461538,0.2192308,0.96153843,0.115384616,8.615385,4.6153846,9.1158285
"Kiehl's Since 1851 Ultra Facial Oil-Free Gel-Cream","3605975080704",4.8333335,0.2,1.2222222,0.33333334,6.2777777,3.222222,9.106173
"GEL HIDRATANTE FACIAL DERMAGLÓS","77937",7.1481485,0.2074074,2.7777777,2.962963,9.074074,5.5185184,8.974485
"Skin Food Crema de Plantas Medicinales, Weleda","4001638098595",5.7777777,0,0,0,0.8333334,3.8333335,9.419753
"Óleo facial THERAPY","789512",0,0,0,0,0,0,10
"Aname VIO crema facial diurna Orgánica","552",0,0,0,0,0,5,8.333333
"guiv Aura crema facial diurna","553",8.440001,0.42,3.92,2.96,9.12,4.6,8.8216
"guiv Selene crema de noche","554",3.5909092,0.086363636,0,0.13636364,1.1363636,4.318182,9.578719
"Skala Expert Argila Branca","555",8.769231,0.46153852,0,0,7.8461547,3.6153846,8.408284
"Nivea Cuidado 5 en 1 Sensitive","42333418",1.8846155,0.21538463,0.46153846,0,4.769231,2,9.2822485
"Vichy Aqualia thermal rich","3337875588225",2.2631578,0,0.94736844,0,3.3684213,1.8421053,9.556787
"La Mer The Moisturizing Cool Gel Cream","747930000020",9.229629,0.71481484,1.8518518,2.148148,8.592593,3.388889,9.51989
"Eucerin crema facial hidratante aquaporin piel seca","789584",0.7173913,0,0.47826087,0,2.0869565,2.521739,9.747637
"L'Occitaine Crema ultra hidratante Aqua Réotier","789585",8.766667,0.5233333,0,0,3.6666667,6.833333,9.340333
"La Roche-Posay Toleriane sensitive fluide","303757",2.2222223,0,0,0,0,4.6666665,9.234568
"Nivea Men Bálsamo After Shave","8412300813006",8.411765,0.31764707,0.5882353,0,4,5,8.922491
"Dermaglós facial crema hidratante de día con FPS 12","7793742007897",7.4374995,0.07083333,4.416667,4.0833335,9.75,2.0833333,8.839931
"Dermaglós Emulsión hidratante de día con FPS 20","779632",7.572727,0,2.1363637,2.7272727,6.8636365,3.1818182,8.978099
"Kamikase Serum Tesoro","779636",4.6190476,0.085714296,1.2380953,0,5.428571,1.3333334,9.395011
"Kamikase Serum Cisne","779637",13.538463,0.1846154,0,0,7.0384617,5.9,8.974556
"Kamikase srub facial almendra","779640",0,0,0,0,0,0,10
"Kamikase Serum control facial","779642",4.25,0,0,0,0.5,0.5,8.6875
"Eclipse de luna botox capilar","780643",0,0,0,0,0,0,NaN
"Al Bosque crema de día Jojoba y aceite pecán","779660",6.0909095,0,0,0,2,3.2727273,8.966942
"Al bosque Crema facial de noche","779661",5.8,0,0,0,2.6999998,3.5,8.8
"Trébol cosmética natural Concentrado de ácido hialurónico","779669",5.85,0.105,0,0,6.1000004,1.2,9.33725
"Trébol Cosmética natural serum hidronatural","779670",1.846154,0,0,0,0,0.15384616,9.846154
"Milaborit serum Retinol 0.5%","779672",0.75,0,0,0,1.875,1.125,9.53125
"Milaborit Crema Facial Acido Hialuronico 0.3% Ambos Pesos moleculares","779673",3.5357144,0,0,0,2.2142856,1.5714287,9.477041
"Sem Biocream tónico hidratante","779682",1,0.18333334,0,0,1.5,0.5,9.469444
"Sem Biocream Crema Antiage Revitalizante Total","779685",2.4285715,0.37142858,2,0,6,1,8.314285
"Sem Biocream Crema nutritiva para pieles secas","779686",2.5714288,0.15714286,0.71428573,0,4.285714,1,8.753061
"AHAL SUERO HUMECTANTE FACIAL DE MARULA AFRICANO","750687",0,0.2,0,0,0,1.3333334,9.744445
"Weleda Loción Tónica Vivificante","84692",8.416666,0,0,0,2,4.833333,7.4583335
"Weleda HydraMist Bruma Facial Hidratante","84696",5.0588236,0,0,0,2.235294,3.1764708,9.384083
"Weleda Fluido Hidratante de Iris","84697",5.5277777,0,0,0,1,2.7777777,9.483025
"Weleda Crema de Noche Hidratante de Iris","84698",6.0555553,0,0,0,1.5,1.8888888,9.475308
"Manzanilla BB Cream rostro","780713",0.06666667,0,0,0,0,0.6666667,9.755555
"Manzanilla Oro líquido","780715",0,0,0,0,0,0,10
"Savia Tierra Crema de día","779719",0.54,0,0,0,1.9,1,9.656
"Savia Tierra Crema de noche","779720",0.020000001,0,0,0,1,0.6,9.676
"Skin matters suero facial de día","750728",0.75,0,0,0,0,0,9.8125
"Skin matters Serum Facial Glowactive con Ác. Hialurónico y Retinol","750729",1,0,0,0,0,0.5625,9.902344
"Tessa Bálsamo Labial","780731",1.3333334,0,0,0,0,1.5555556,9.679012
"Bor crema hidratante facial vitaminada","7798368500036",3.2761908,0,0,0,1.7142857,0.42857143,9.74195
"Bor Serum antioxidante","7798368500029",4.25,0,0,0,0.5,1,9.520833
"Toro Blanco serúm para labios","779742",1,0,0,0,0,0.33333334,9.555555
"Toro Blanco Bálsamo Jugoso","779743",1.5,0,0,0,0,0.5,9
"DEKKA ACEITE FACIAL","779747",0,0,0,0,0,1,9.833333
"DEKKA ESENCIA FACIAL","779748",2.75,0,0,0,1.3333334,0.75,9.597222
"Sentido Circular crema facial","779749",0,0,0,0,0,0,NaN
"Koné Crema unificadora naranja, vitamina C y limón","750756",1.6916666,0,0,0,0.41666666,0.5,9.782639
"Landa Crema Facial","779758",1.7428573,0,0,0,0,2,9.465306
"Landa Serúm Facial","779759",0.53333336,0,0,0,0,1.1666667,9.716666
"Bunny box Crema facial relajante","779760",0,0,0,0,0,0,10
"Naked Lab Super Serum","750763",5.4,0.040000003,0,0.13333334,1.8666667,2,9.3706665
"La Onérique LA CRÈME COTON","773764",7.5952387,0.2857143,0.85714287,0,6.8571434,6.714286,8.937642
"Metéca Crema Facial De Día Equilibrante","750765",2.1538463,0,0,0,0.84615386,1.3076923,9.668639
"Tessa Crema antimanchas","780766",0.42857143,0.042857148,0.64285713,0,2.357143,0.85714287,9.690816
"Hortensia Serum hidratante con triple molécula de ácido hialurónico","773773",6.3076925,0.25384614,1.5384616,0,2.6153848,0.16923077,9.162722
"Ecobelleza suero verde hidratante","750775",0,0.2,1.3333334,0,2,1.3333333,9.188889
"Moneskincare Serum ácido Hialurónico","779777",1.3583333,0,0,0,0,0.5,9.845139
"Rusens CREMA FACIAL PURIFICANTE","750783",0.3846154,0.04615385,0,0,0.3846154,0.30769232,9.9136095
"Rusens Serum anti-edad","750784",0.33333334,0,0,0,0.33333334,0,9.888889
"NEWENCOSMETICA SERUM FACIAL REGENERADOR","780786",0.75,0,0,0,0,0.6666667,9.763889
"NEWENCOSMETICA CREMA FACIAL HIDRATANTE DE ROSA MOSQUETA","780787",2.0333333,0,0,0,0,2.4444447,9.502469
"Boti-k Desodorante Romero Tea tree","779792",2.8666668,0.14,0,0,5.666667,1.0666667,9.350667
"Nura crema anti-age","779794",0.6666667,0,0,0,0,0,9.925926
"Rosehip Crema nutritiva de noche anti age","779798",0.7058824,0.10588236,0,0,2.1764708,1.4705883,9.737717
"Aurelia serum biopurificante","779800",4.125,0,0,0,0,1.25,9.328125
"Bunny box Crema facial de argán, palta y karité","779801",0,0,0,0,0,0,10
"Meraki Crema vegetal de día","779802",0,0,0,0,0,0,10
"Moneskincare aceite facial blend","779803",0,0,0,0,0,0,10
"Majen Bálsamo secreto contorno de ojos","780506",1.2380953,0,0,0,0,0.0952381,9.936508
"Cepage Hydrafirm Ar serum de dia","7798182770028",5.25,0.06875,1.75,0.5625,4.5,4.5,8.9605465
"Rosehip Máscara facial humectante","779825",2.4444447,0.116666675,0,0,2.2222223,1.5,9.650926
"Rosehip crema hidratante facial","779826",1.3000001,0,0,0,1.4705882,1.4705883,9.750519
"Selbe serum","779836",2.75,0.21666665,0.5,1.1666666,4.4166665,1.5,9.120833
"Naturalú serum Ultra Hidratante de Ácido Hialurónico y Vitamina C","779839",1.3,0,0,0,0,0.42857146,9.753061
"Naturalú serum de Retinol","779840",1.5166667,0,0,0,0,0.5,9.663889
"Naturalú crema Facial de Niacinamida, Zinc y Pantenol","779841",0.34444445,0,0.33333334,0,1.3333334,0.6666667,9.702469
"ACF serum volumen 1","779842",4.111111,0,0,0,1.3333334,1.5555556,9.222222
"Naturalú vitaminic essence","779843",0.025,0,0,0,0,0.75,9.80625
"LAS RISHIS CREMA FACIAL ADHARA","779850",1.7777779,0,0,0,1.888889,0.11111111,9.580247
"ACF Serum Facial Renovador Dadatina 3","779855",0,0,0,0,0,0,10
"Las rishis crema facial castor","779862",0.42857143,0.17142859,0,0,0.71428573,0.42857143,9.75102
"Dermaglos facial gel hidratante","779865",5.4423075,0.1,2.3846154,1.8076924,9.269231,4.769231,9.08565
"NEUTROGENA HYDRO BOOST","779874",4.8235292,0.17647061,1,0.05882353,7.411765,4.4117646,8.948097
"Bunnybox crema energizante","779876",0,0,0,0,0,0,10
"Bunnybox serum nocturno","779877",0,0,0,0,0,0,10
"Bunnybox manteca de karité","779878",0,0,0,0,0,0,NaN
"Bunnybox agua de rosasal","779880",0,0,0,0,0,1,9.5
"Cuidado integral vegano Crema facial de día Piel mixta","779885",1.15,0,0,0,0,1.625,9.826563
"Cuidado integral vegano Crema facial de día piel normal y seca","779886",1.2266667,0,0,0,0,1.7333333,9.802667
"Cuidado integral vegano Cremigel facial de día Piel grasa","779887",0.70000005,0,0,0,0,1,9.869231
"Cuidado integral vegano Crema facial de Noche Antiage","779888",1.2266667,0,0,0,0,1.7333333,9.802667
"The mash store crema de día","779889",2.3875,0,1,0,1.5,1.125,9.624219
"Bagovit Shampoo Color Radiante","779890",17.458332,0.5166667,0.625,0.625,6.875,6.7083335,8.632986
"ACF crema facial defnesa am/pm","77981112110202",2.6000001,0.17,0.95,1.7,9.75,6.8999996,8.8965
"Rosehip Tónico Facial","779913",0.75,0,0,0,0,0,9.90625
"Rosehip Máscara facial humectante suavidad y luminosidad instantanea","779915",4.375,0,0,0,0.875,2.125,9.692708
"Casa nera crema facial ultra liviana fórmula 17","779916",2.5,0,0,0,2.25,2.5625,9.542969
"Casa nera serum facial formula 14","779918",4.45,0.25500003,0,0,1.5,3.7,9.50475
"Bennies club crema hidratante con hialurónico","779926",0.875,0,0,0,1.625,1.90625,9.724609
"NATURA SIBÉRICA C-BERRICA MÁSCARA FACIAL CON VITAMINA C","779944",3.7611113,0.05555556,0.5555556,0.5555556,2.5555556,2.7222223,9.433024
"Amparo lópez serum antiedad","750950",0,0,0,0,0,0,10
"Amparo López tónico facial piel grasa","750951",0,0,0,0,0,0,10
"Cuidado integral vegano serum contorno de ojos","779953",0.22857144,0,0,0,0.5,0.5,9.912245
"Elevegan tónico facial para todo tipo de piel","779972",5.8333335,0.18888889,0.22222222,0.22222222,1.7777778,1.6666667,8.898766
"Luve pro Serum Hialurónico Ultra Hidratante","779975",1.8772727,0.3909091,0,0,3.2272725,1.2454545,9.693595
"Ba byeance hidratante en gel","779982",0,0,0,0,0,0,10
"Tienda estival crema facial de Ac.Hialuronico","779998",0.042857144,0,0,0,0.85714287,1,9.728571
"Tienda estival serum suero de Luz","779999",2.8999999,0,0,0,0.4,0.8000001,9.726666
"Nivea Crema Facial Cuidado Radiante y Uniforme","7791001",9.87037,0.35555553,4.2222223,2.074074,8.962963,5.814815,8.84074
"TICA BRUMA DESCONGESTIVA","7791005",1.2857143,0,0,0,0,0.85714287,9.693877
"Tienda Rio suero revitalizante","7791007",0.2857143,0,0.2857143,0,0.2857143,0.2857143,9.836735
"Aurelia emulsión mineral protectora facial","7791008",3.1818182,0.32727274,1.909091,0,4.818182,2.3636363,8.854546
"AHIMSA crema facial hidratante","7791013",0.75,0,0,0,0,0.5,9.84375
"Somos linda Serúm Facial+Eli Heros","7791031",0,0,0,0,0,0,10
"Somos linda crema facial","7791032",0,0,0,0,0,0,10
"Landa crema facial","7791033",3.0166667,0,0,0,0.8333333,1.1666667,9.581944
"TÓNICO FACIAL","7791038",1.5,0,0,0,0.6666667,0.6666667,9.527778
"CREMA DE ROSA MOSQUETA Y MANZANILLA","7791039",0.625,0,0,0,1,0.25,9.765625
"SERUM DE ROSA MOSQUETA Y JAZMIN","7791040",1.875,0,0,0,1,0.375,9.59375
"Kamikase CREMA ILUMINADORA E HIDRATANTE","7791045",5.5294123,0,0,0,3,3.1176472,9.314878
"Maria magdalena tónico facial te verde","7791046",1.2857143,0,0,0,0,0.85714287,9.693877
"Gentil crema humectante facial piel seca","7791059",1.5833334,0.13333334,0,0,2.277778,2.388889,9.6453705
"Gentil crema humectante facial piel sensible","7791060",3.342105,0.15789475,0,0,2.8421054,0.36842108,9.646814
"Gentil serum regenerador","7791061",1.9,0,0,0,0,1.4,9.67
"Bek cosmetic calming essence","7791078",6.2727275,0.22727273,0.36363637,0,2.681818,0.5,9.543388
"BRUMA VIVA CATARAIN","7791080",1.1666667,0.075,0,0,0.75,1.1666667,9.736806
"Gentil crema humectante facial piel seca","7791083",1.5833334,0.13333334,0,0,2.277778,2.388889,9.6453705
"Gentil crema humectante facial piel mixta","7791084",1.0333333,0.15,0,0,1.3333334,2.3333335,9.730556
"Gentil crema humectante facial piel sensible","7791085",3.527778,0.16666667,0,0,3.0000002,0.3888889,9.606482
"Cuidado integral vegano serum facial","7791086",0.4571429,0,0,0,0,1,9.791837
"Cuidado integral vegano serum contorno de ojos","7791088",0.65,0,0,0,0.5,0.6428572,9.871939
"Cuidado integral vegano bálsamo labial sólido","7791090",0,0,0,0,0.6666667,0,9.777778
"Kamikaze serum eclipse","7791115",11.666667,0.120000005,0,0,4.6666665,5.333334,9.273778
"BASSA & BATH TÓNICO HIDRATANTE FACIAL","7791122",1.8333333,0.10666668,0,2.4,2.4,2.7333333,9.368444
"Acf By dadatina Máscara Hidratante","7791129",2.526316,0,0.57894737,0,4.736842,3.7368422,9.390582
"Acf By dadatina crema Defensa AM/PM","7791130",3.7391305,0.2695652,2.6956522,1.7391304,12.043479,6.7391305,8.816257
"ERDE serum facial hialuronico","7791135",1.4444444,0,0,0,0.6666667,0.5555556,9.703704
"Livre skincare crema facial","7791138",1.5555556,0.12222222,0,0,2,0.8888889,9.492593
"Livre skincare Serum acido hialuronico","7791139",5.2999997,0.11000001,0,0,0.90000004,1.4,9.229
"Naturalú vitaminic essence","790757872639",0.05,0,0,0,0,1.1666667,9.797222
"ERDE gel hidratante agua termal hamamelis","7791172",1.75,0,0.9166667,0,2.6666667,0.6666667,9.5
"Pond's Crema S Crema Humectante por 48hrs","501056326142",13.316668,0.25,0.46666667,2.1,5.8,8.966667,8.97
"AHAL-SUERO HUMECTANTE FACIAL DE MARULA AFRICANO","750551",0,0.25,0,0,0,1.6666666,9.680555
"Xamania CREMA DIVINA - FACIAL HIDRATANTE","750553",0.5,0,0,0,0.6666667,0.5,9.722222
"Dermaglós Crema contorno de ojos","779653",14.52439,0.41951218,3.829268,5.560975,15.390243,6.0975614,8.882391
"Dermaglós Crema con color BB","779647",18.86,0.452,2.96,3.2,7.96,6.92,8.38592
"Dermaglós Crema con color CC","779658",18.653849,0.41923076,2.9615383,3.3076923,7.769231,6.769231,8.466125
"Kamikase aceite labial galaxia","779639",3.8888888,0.23333335,0,0,1,0.6666667,9.356791
"Amparo lopez labial","750952",7.131579,0.35789475,0,0,4.4210525,3.2105262,9.204155
"Zao Make up Barra de labios Classic 462","7791030",3,0,0,0,0,2.6666667,9.622222
"Landa lapiz labial mate","7791034",0.84615386,0.41538462,0,0,1.2307693,1.2307693,9.71361
"Puro Gel Multifuncional Natural de Aloe Livealoe","789509",0,0,0,0,0,0,10
"XAMANIA TÓNICO FACIAL - ÁRBOL DE TÉ","750552",0,0,0,0,0,0,10
"Dulce Carola Revitalizante Máscara peel off exfoliante","7798335830029",5.9642854,0.37857142,1.8571428,0,5.214286,2.642857,8.853061
"Cetaphil Espuma de limpieza suave","104",3.1538463,0,0,0,1.5384616,3.692308,9.355029
"Cetaphil exfoliante ultra suave","105",7.421053,0,0,0,4.2105265,9.578948,8.8836565
"Cetaphil loción limpiadora rostro y cuerpo","3499320005272",1.5714287,0.21428572,1.4285715,3.4285717,3,0.85714287,8.5
"Cetaphil toallitas de limpieza facial","107",6.25,0.47499996,0.5,2.3333333,4.5,5.0833335,8.404861
"Cetaphil limpiador liquido de rostro para piel grasa","8430351066011",14.818182,0,0,0.72727275,7.318182,4.5454545,8.754132
"Cetaphil barra dermolimpiadora","109",17.460001,0.016,0,0,5.7999997,5.68,8.84176
"Original Remedies Leche de Almendra Mascarilla Leche de Almendra Nutritiva","3600542210966",1.921739,0,0,0,1.7391305,3.4782608,9.689603
"Garnier Garnier BioAgua Micelar con Agua de Flor de Aciano y Cebada Ecológicas","3600542215282",3.11875,0,1.25,0,1.25,3.0625,9.457422
"Garnier Skin Active Essencials Desmaquillante de Ojos 2 en 1","3600541361249",0.73333335,0,0,0,1.0666667,5.8666663,9.488889
"The Chemist Look TÓNICO EXFOLIANTE MA DIARIO","259",3.4166667,0.3,2,0,2.3333333,2.65,9.108334
"Simple Facial Wash Kind to Skin Moisturising","50440542",8.409091,0.03636364,1.9090909,0,5.3636365,6.181818,9.004545
"Aceite desmaquillante ojos Logona","4017645039643",2,0,0,0,0,0,9.777778
"Agua Micelar Aloe Dermo - Piel sensible SO'BIO étic","3517360010572",3.375,0.033333335,1.5,0,1.5,3.5833333,9.167361
"Agua Micelar Limpiadora ARMONIA","8420649500198",4.318182,0,1.2727273,0,1.8181818,4.4545455,8.921488
"Nivea Gel Limpiador Facial Equilibrante","42231509",7.026315,0.19999999,0,0.9473684,3.4210525,6.789474,9.03241
"Avon Care Banana Revitalizante Mascarilla Facial","7909189148080",11.088236,0.09411765,0,1.4117647,4.117647,4.8235297,8.733218
"Pond's Crema C Remueve Maquillaje e Impurezas","501056324889",13.605264,0.1,0,0,4.7894735,5.4736843,8.738504
"AVON care pepino mask Mascarilla Facial","7909189004928",5.727273,0.56363636,0,2.1818182,2.3636365,3.818182,8.6677685
"Anakena Crema facial multiactiva","556",5.538462,0.023076925,1,1.5384616,2.3846154,1.5384617,9.075148
"NIVEA Desmaquillante bifásico de ojos","42277132",1.2307693,0,0.84615386,0,1.6923077,5.2307696,9.307693
