"name","numero_ingredientes","codigo","allergies_risk","cancer_risk","development_risk","endocryne_risk","env_risk","prohibited_risk","score"
"Ahoaloe Hidratante Corporal Base NEUTRA com Babosa",16,"789727",0.86923087,0,0,0,1.6923077,1,8.5837755
"Skin matters suero facial de día",5,"750728",1,0,0,0,0,0,9.602356
"Tessa Jabón facial Detox",13,"780730",1.4545455,0.05454546,0.54545456,0.54545456,0.54545456,1.1818182,8.279285
"Tessa Jabón de manos",16,"780731",2.7833333,0,0,0,1.25,3.1333334,7.1502175
"Biferdil Shampoo estimulante",21,"791001003512",11.34375,0.8,0.375,1,5.0625,6.3125,0.101148605
"La quemisterie Jabón liquido de manos",9,"779733",5.8333335,0.2,0,0,1.3333334,4.333333,5.3475647
"Guiv Crema para manos Kali",21,"779734",4.1842103,0.110526316,0,0.21052632,4.368421,5.526316,4.2739263
"Guiv Crema corporal CACAO",29,"779735",4.5769234,0.057692308,0,0.1923077,3.8846154,5.4230766,4.3794546
"Skin Matters Bálsamo Antiestrías para Mamá",5,"750736",0,0,0,0,0,1,9.602356
"Tessa Bálsamo Labial",10,"780731",1.5,0,0,0,0,1.75,8.707657
"Shampoo Romero café",11,"780738",0.6,0,0.4,0,1,0.4,9.045654
"Bor crema hidratante facial vitaminada",21,"7798368500012",3.1666667,0,1.6,0,3.0666668,0.4666667,6.6995544
"Bor crema hidratante facial vitaminada",26,"7798368500036",3.44,0,0,0,1.8,0.45000002,7.7374053
"Bor Serum antioxidante",14,"7798368500029",4.636364,0,0,0,0.54545456,1.0909091,7.505687
"Toro Blanco serúm para labios",6,"779742",1,0,0,0,0,0.33333334,9.469808
"Toro Blanco Bálsamo Jugoso",6,"779743",3,0,0,0,0,1,8.409424
"Toro blanco Labial mate",9,"779744",2.6666667,0,0,0,0.6666667,0,8.67452
"DEKKA Serum capilar",14,"779745",7.15,0,0,0,1.2,4.7,4.8107452
"DEKKA Aceite limpiador - Desmaquillante",15,"779746",5,0,0,0,1.5,2.375,6.470909
"DEKKA ACEITE FACIAL",7,"779747",0,0,0,0,0,0,10
"DEKKA ESENCIA FACIAL",14,"779748",3,0,0,0,1.4545455,0.8181818,7.9033318
"Sentido Circular crema facial",7,"779749",0,0,0,0,0,0,10
"Sentido Circular Desodorante",7,"779750",0,0,0,0,0,0,10
"Agnisusentable Shampoo sólido Tierra",4,"779752",1.5,0,0,0,0,0,9.403534
"Koné Care Base nutritiva",12,"750753",0.5875,0.15,0.125,0,0.875,1.875,8.563511
"Koné Crema unificadora naranja, vitamina C y limón",13,"750756",1.8454546,0,0,0,0.45454547,0.54545456,8.868522
"Koné Jabón en barra extracto de papaya",5,"750567",0,0,0,0,0,0,10
"Koné Crema iluminadora n°1",11,"750568",0.042857144,0,0,0,0.85714287,0.85714287,9.301283
"Aceite corporal anti estrías",7,"750569",0,0,0,0,0,0,10
"Landa Crema Facial",12,"779758",1.7428573,0,0,0,0,2,8.511675
"Landa Serúm Facial",8,"779759",0.64000005,0,0,0,0,1.4,9.188807
"Bunny box Crema facial relajante",4,"779760",0,0,0,0,0,0,10
"Nivea Serum Humectación profunda",23,"779761",6.6476192,0.085714296,0,0.0952381,2.1904762,7.8571434,3.2892838
"Raw Apothecary Pure Care - Limpiador facial piel seca",17,"750762",0,0,0,0,0,0,10
"Naked Lab Super Serum",17,"750763",2.5714285,0.042857148,0,0.14285715,2,2.142857,7.256256
"La Onérique LA CRÈME COTON",22,"773764",7.975,0.3,0.9,0,7.2000003,7.0499997,0.6851883
"Metéca Crema Facial De Día Equilibrante",18,"750765",2.3333333,0,0,0,0.9166667,1.4166666,8.144328
"Tessa Crema antimanchas",16,"780766",0.46153846,0.04615385,0.6923077,0,2.5384617,0.9230769,8.146367
"Dove baby hidratación profunda",19,"8710522420713",10.46875,0.01875,0.1875,0.1875,3.75,10.625,-0.03554058
"Lorenay Shampoo Paw Patrol",15,"8412428011216",10.625,0.05,0.8333333,0,3.8333335,6.0833335,1.4804764
"Ruh natural desodorante",5,"779770",1.5,0,0,0,0,0,9.403534
"Ruh natural shampoo lavender",7,"779771",1.5,0,0,0,0,0,9.403534
"MagicGarden Desodorante en crema",13,"779772",0.47,0,0.4,0,0.9,1.1,8.858762
"Majen Bálsamo Humedo Facial",21,"780774",0,0,0,0,0,0.94736844,9.623284
"Ecobelleza suero verde hidratante",17,"750775",0,0.24000001,1.6,0,2.4,1.6,7.6777587
"Biomille leche corporal vegana",30,"779776",5.891304,0.017391305,0.17391305,0.17391305,4.173913,3.173913,4.590313
"Moneskincare Serum ácido Hialurónico",14,"779777",1.4818182,0,0,0,0,0.54545456,9.193867
"Bufala acondicionador Sólido",8,"779778",0,0,0,0,1,0,9.602356
"Airandearth desodorante neutralizador de olor",5,"779779",2,0,0,0,0,0.33333334,9.072164
"Landa máscara de pestañas",13,"779780",0.75,0,0,0,0,0.625,9.453239
"Sentida botánica shampoo sólido cabello equilibrado",10,"779781",8.700001,0,0,0,1.2,7.4,3.1207576
"Sentida botánica shampoo sólido Variedad Fortalecedor",8,"779782",2,0,0,0,0,1.6666667,8.541972
"Rusens CREMA FACIAL PURIFICANTE",15,"750783",0.41666666,0.05,0,0,0.41666666,0.33333334,9.5162
"Rusens Serum anti-edad",8,"750784",0.33333334,0,0,0,0.33333334,0,9.734904
"NEWENCOSMETICA SERUM FACIAL REGENERADOR",8,"780786",0.75,0,0,0,0,0.6666667,9.436671
"NEWENCOSMETICA CREMA FACIAL HIDRATANTE DE ROSA MOSQUETA",12,"780787",2.2875,0,0,0,0,2.75,7.996868
"Naturalmente shampoo botánico",19,"773788",0,0,0,0,0,1,9.602356
"Naturalmente jabón en barra",13,"773789",1.3636364,0,0,0,0,1.1818182,8.987815
"Xamania Crema Cuerpo Mandarina",18,"750722",0,0,0,0,0,1,9.602356
"Boti-k champú sólido romero tea",10,"779793",4.5,0,0,0,1.5,0.375,7.465019
"Nura crema anti-age",13,"779794",0.75,0,0,0,0,0,9.701767
"Happy go lash mascara",25,"5028197936433",1.8181818,0,0.22727273,0,1.2727274,0.09090909,8.644396
"BunnyBox mascarilla facial",4,"779796",0.1,0,0,0,0,1,9.562592
"ANANKÉ PASTA DENTAL",6,"779797",0.75,0,0,0,0,0,9.701767
"XAVONATURAL SHAMPOO FORTALECEDOR",8,"779799",0,0,0,0,0,0,10
"Aurelia serum biopurificante",10,"779800",4.714286,0,0,0,0,1.4285715,7.557329
"Meraki Crema vegetal de día",4,"779802",0,0,0,0,0,0,10
"Moneskincare aceite facial blend",7,"779803",0,0,0,0,0,0,10
"Azaphran Maquillaje Piel grasa",20,"750804",1.0666667,0.080000006,0.6666667,0,1.6000001,1.1333334,8.192045
"Azaphran polvo matificante de piel porcelana",8,"750805",2.75,0,0.5,0,0.5,0.5,8.310013
"Majen Bálsamo secreto contorno de ojos",25,"780506",1.3,0,0,0,0,0.1,9.443298
"Botanika desodorante calendula y aloe vera",19,"7798121272514",7.90625,0.23125,0,1.625,5,5,2.1415596
"Weleda Fitoacondicionador Reparador de Argán",15,"7798036820916",7.3076925,0,0,0,1.3846154,6.076923,4.127104
"Psh Champú Hypoallergenic Rithual",18,"840809",6.65625,0,0.75,0,5.9375,3.25,3.4015942
"Psh Champú Aloe Lover",18,"840810",4.2500005,0,0,0,1.9,3.6000001,6.1229706
"Shiri shampoo para cabellos grasos",10,"779811",1.5000001,0,0,0,0.6,2,8.369659
"La roche-posay effaclar duo",30,"779812",3.903846,0,2.2307692,0,10.884615,6.192308,0.7700701
"Eucerin Dermopure fluido matificante",20,"779813",2.6764705,0,0.9411765,0,4,1.882353,6.2223816
"Isdin Teen Skin Acniben Gel Crema Control de Brillos y Granos",30,"779814",6.775,0.3857143,1.2142857,2.0714285,8.428572,6.785714,-0.20382977
"Las Rishis Crema facial Alcione",12,"779815",2.8999999,0,0,0,1.4,0.8,7.9720154
"Las Rishis SERUM ANTIACNÉ",24,"779816",2.968421,0,1.5789474,0,2.2105265,1.7894737,6.6011896
"EFFACLAR ULTRA CONCENTRATED SERUM",19,"779817",5.794118,0.24705882,0.3529412,0,2.235294,3.2352943,5.2820706
"Las Rishis CREMA DE LIMPIEZA MEISSA",11,"779819",1.8571429,0,0,0,1.5714285,0.5714286,8.409424
"La Roche Possay EFFACLAR GEL ESPUMOSO PURIFICANTE LIMPIADOR",14,"779820",4.208333,0,0,0,2,3.1666665,6.272087
"Eucerin DERMOPURE OIL CONTROL Gel Limpiador",8,"779821",1.8333333,0,0,0,0,2.6666667,8.210602
"Isdin Teen Skin Acniben Limpiador Purificante Espuma",27,"779822",5.4958334,0.11666667,0.45833334,0.5416667,0.9166666,5.7500005,4.7196183
"Cepage Hydrafirm Ar serum de dia",20,"7798182770028",4.5333333,0.07333334,1.8666668,0.6,4.7999997,3.7333333,3.7941022
"Acnoxin",8,"779824",1,0,0,0,0.6666667,3.1666667,8.078053
"Rosehip Máscara facial humectante",19,"779825",2.5882354,0.12352941,0,0,2.3529413,1.5882354,7.3544974
"Rosehip crema hidratante facial",18,"779826",1.38125,0,0,0,1.5625,1.5625,8.208117
"Xixanthe shampoo regenerador",24,"7506229923197",5.957895,0,0.10526316,0,1.1052631,3.5789475,5.726373
"Rosehip shampoo sólido anticaspa",7,"779829",0.8,0,0,0,0,0.5,9.483063
"Moneskincare Gel de limpieza Kale",16,"779830",0.98461545,0,0,0,0.6923077,1.4615386,8.752009
"WELEDA ACEITE DE MASAJE ANTIESTRIAS",13,"4001638095112",13.600001,0,0,0,2.3999999,3.8000002,2.126648
"Goicochea Ultranutritiva",37,"7798140251705",5.6875,0.415625,0.9375,2.96875,5.5625,7.84375,0.6889162
"Garnier Shampoo Sólido Hair Food Palta",21,"779833",5.4166665,0,0,0,0.5,6.7777777,4.95213
"Garnier Shampoo Sólido Hair Food Aloe",18,"779834",5.785714,0.2,0,0,0,5.642857,5.375968
"Selbe serum",14,"779836",1.909091,0.23636365,0.54545456,1.2727273,4.818182,0.54545456,6.2910657
"System3 enjuague triamínico",10,"779837",7.25,0.2375,0,1.75,3.25,3.25,3.7420769
"Capilatis shampoo Ortiga",16,"7792640000320",15.714286,0.27857143,0,0.5714286,4.857143,7.857143,-1.6424494
"Naturalú serum Ultra Hidratante de Ácido Hialurónico y Vitamina C",8,"779839",1.5166667,0,0,0,0,0.5,9.198085
"Naturalú serum de Retinol",7,"779840",1.82,0,0,0,0,0.6,9.037702
"Naturalú crema Facial de Niacinamida, Zinc y Pantenol",11,"779841",0.3875,0,0.375,0,0.375,0.75,9.249447
"ACF serum volumen 1",10,"779842",4.625,0,0,0,1.5,1.75,6.868553
"Naturalú vitaminic essence",6,"779843",0.033333335,0,0,0,0,1,9.589101
"LAS RISHIS CREMA DE LIMPIEZA SCHEDAR",7,"779844",1.75,0,0,0,1,0.25,8.807068
"Shiri acondicionador sólido",4,"779845",0,0,0,0,0,0,10
"Luno shampoo sólido cabello normal",10,"779846",5.25,0,0,0,1,2,6.7194366
"Luno shampoo sólido cabello seco",8,"779847",3,0,0,0,0.8333333,1.6666666,7.812958
"Luno acondicionador sólido",7,"779848",0,0,0,0,0,0,10
"Natura desodorante roll on antitraspirante",12,"779849",4.1,0,0.7,0,3.6,3.0000002,5.466858
"LAS RISHIS CREMA FACIAL ADHARA",12,"779850",2,0,0,0,2.125,0.125,8.310013
"Refil lab acondicionador",16,"779851",5.8333335,0.033333335,0.16666667,0,4.4166665,1.9166666,5.0824685
"Refil lab shampoo",17,"779852",13.6,0.33333334,0.26666668,0,5.066667,5.866667,0.0058784485
"AVENO SHAMPOO CON AVENA",20,"779854",16.088234,0,0,0,5.7058825,11.294118,-3.157339
"ACF Serum Facial Renovador Dadatina 3",9,"779855",0,0,0,0,0,0,10
"The Mash Store Shampoo sólido calendula",18,"779856",10.0625,0,0,0,3.5625,5.375,2.4447632
"The Mash Store Shampoo sólido matcha",20,"779857",12.676471,0,0,0,3.8235297,4.764706,1.5442162
"Be kind shampoo sólido aires de jazmín",16,"779858",12.875,0,0,0,1.5,7.7500005,1.2021255
"Magic garden shampoo sólido suave",17,"779859",3.5384617,0,0,0,1.6153847,3.0769231,6.727083
"The mash store acondicionador sólido geranio",7,"779860",0,0,0,0,0,0,10
"Maria magdalena shampoo mate",18,"779861",4.266667,0,1.8666667,0,1.8666667,1.6666667,6.1561074
"Boti-k Desodorante Romero Tea tree",18,"779792",3.0714285,0.15,0,0,6.0714283,1.1428571,5.850301
"Dermaglos facial gel hidratante",20,"2001001190002",6.5555553,0.05,0.7222222,1.8333334,5.1666665,3.4444447,2.9329815
"Dermaglos facial gel hidratante",27,"779865",4.62,0.103999995,1.4399999,1.88,6.52,4.96,2.2363982
"Cuidado integral vegano shampoo sólido cabello seco",15,"779867",1.1846155,0,0,0,0.84615386,1.4615386,8.611304
"Cuidado integral vegano shampoo sólido cabello graso",12,"779868",0.11111111,0,0,0,0.5555556,1.6666667,9.072164
"Cuidado integral vegano shampoo sólido cabello sensible",15,"779869",3.0166667,0,0,0,1.75,3,6.9116316
"Garnier skin active agua micelar con rosasalo",17,"779870",1.9666667,0,0,0,1.4666667,1.7333335,7.9455056
"Natural aloe shampoo control caída",22,"7798307800029",12.777778,0.44444448,0.6666667,0,2.6666665,5,1.4285622
"Naturalú espuma de limpieza facial",10,"779872",3.0166667,0,0,0,1,2.5,7.4086866
"Sri sri sudanta pasta dental ayurvedica",21,"779873",4.1875,0,0,0,0.25,2.9375,7.067375
"NEUTROGENA HYDRO BOOST",19,"779874",5.125,0.1875,0,0.0625,5.75,4.6875,3.7122536
"Naturalfro acondicionador en crema",5,"779875",0,0,0,0,0,0,10
"Bunnybox crema energizante",4,"779876",0,0,0,0,0,0,10
"Bunnybox serum nocturno",5,"779877",0,0,0,0,0,0,10
"Bunnybox polvo facial tanslucido",3,"779879",1,0,1,0,1,1,8.409424
"Bunnybox agua de rosasal",3,"779880",0,0,0,0,0,0,10
"Mies champú sólido argan",15,"779881",5.6538467,0.24615386,0,1.0769231,2.2307694,3.5384617,4.9315677
"Mies champú sólido medusa",17,"779882",10.6,0,0,0,2.5333335,4.6000004,2.9484458
"Mies acondicionador sólido cocoo",7,"779883",5.625,0,0,0,0,4.5,5.973854
"Cuidado integral vegano Crema facial de día Piel mixta",19,"779885",1.2266667,0,0,0,0,1.7333333,8.822973
"Cuidado integral vegano Crema facial de día piel normal y seca",18,"779886",1.3142858,0,0,0,0,1.8571429,8.7389
"Cuidado integral vegano Cremigel facial de día Piel grasa",17,"779887",0.7583333,0,0,0,0,1.0833334,9.267673
"Cuidado integral vegano Crema facial de Noche Antiage",18,"779888",1.2266667,0,0,0,0,1.7333333,8.822973
"The mash store crema de día",18,"779889",2.5466669,0,1.0666667,0,1.6000001,1.2,7.449776
"Bagovit Shampoo Color Radiante",29,"779890",17.17391,0.53913045,0.6521739,0.6521739,7.173913,7.0000005,-3.1983232
"Botanika desodorante con pura rosa mosqueta",11,"779891",6.0000005,0,0,0,1.3333334,3.1111112,5.846829
"SHAMPOO SÓLIDO SENTIDA BÓTANICA CABELLO EQUILIBRADO",10,"736684288822",7.125,0,0,0,0.75,6,4.482689
"BIO BALANCE SHAMPOO RULOS",11,"7798151507136",1.3285716,0,0,0,0,3.0571427,8.256046
"Natura máscara para pestañas",20,"779894",2.8333335,0.011111111,0,0,1,1.0555556,8.051544
"Natura caneta delineadora",13,"779895",1.48,0.010000001,0,0,3.2,2.5,7.140939
"Natura Faces lápiz labial batom cremoso",16,"779896",0.2857143,0.27857143,0,0,4,4.071429,6.5660596
"Natura faces corrector",25,"7908240866888",4.3913045,0.32608697,1.0434783,0,4.521739,2.304348,4.994872
"Natura base matte",33,"779899",7.5416665,0.25,0.083333336,0.16666667,2.5,3.8333333,4.283867
"Casa nera agua micelar fórmula 10",11,"779900",2.5555556,0,1.5555556,0,2,1.3333334,7.039761
"Rosehip contorno de ojos concentrado",20,"779901",1.1611112,0.16666667,0,0,0.9444445,1.3333333,8.566273
"L´Oreal Corrector iluminador accord parfait",24,"3600521649558",2.090909,0.7090909,2.2727273,4.6363635,9.636363,1.8181818,1.5844069
"Frenzzi Cascada de Proteínas con Soja, Lino y Arroz",15,"7795513060285",5.9444447,0.011111111,0.11111111,0.11111111,2.3333335,4.111111,4.9808483
"BEL-LAB MASCARA CAPILAR",38,"7798273660313",4.1903224,0,0,0,3.6451612,2.516129,5.8837433
"ACF dadatina contorno de ojos",28,"779906",5.0416665,0,1,0,8.041666,4.583333,2.5773115
"Fauno agua micelar extracto de pepino",18,"7705946300049",6.90625,0,1.625,0,3.75,3.875,3.575564
"Neutrogena Body care Intensive",17,"7891010253899",10.733334,0.18666667,0.6,0,5.2666664,6.2000003,0.8594885
"SENTIDA BOTÁNICA JABÓN VEGETAL LÍNEA ESENCIAL",24,"779909",16.263159,0.021052632,0,0,8.631579,7.0526314,-2.7120514
"ACF crema facial defnesa am/pm",22,"77981112110202",2.7368422,0.17894737,1,1.7894737,10.263157,5.1578946,1.599247
"Rosehip Serum humectante con vitamina",23,"779911",5.6190476,0.30952382,1.5714287,0,3.047619,3.819048,4.287181
"Rosehip Tónico Facial",9,"779913",0.8571429,0,0,0,0,0,9.6591625
"Rosehip gel de limpieza facial",19,"779914",6.3529415,0,0,0,1.0588236,2.764706,5.9533873
"Rosehip Máscara facial humectante suavidad y luminosidad instantanea",29,"779915",4.5652175,0,0,0,0.9130435,2.2173913,6.93987
"Casa nera crema facial ultra liviana fórmula 17",21,"779916",2.6666667,0,0,0,1.3333334,2.7333333,7.3225303
"Cuidado integral vegano shampoo y gel de ducha para niños",8,"779917",0.033333335,0,0,0,0,0.5,9.787923
"Casa nera serum facial formula 14",21,"779918",4.684211,0.26842105,0,0,1.5789474,3.8947368,5.854038
"Producto 2",7,"NREG779919",0.90000004,0,0,0,0,0.8,9.324005
"Poducto 1",10,"NREG779920",0.625,0,1.375,0.75,3.375,1.75,6.868553
"Garnier fructis shampoo hair food aloe vera",17,"779921",8.657143,0,0,0,1.0714285,4.9285717,4.1716747
"Garnier fructis mascarilla hair food banana",24,"779922",8.815789,0,0,0,0,6.8421054,3.7737317
"Aveno gel de limpieza facial y corporal con avena",17,"779923",9.785714,0,0.71428573,0.42857143,4.2857146,5.714286,1.6778784
"Bennie Club serum antiacné",11,"779924",2.8888888,0,0,0,0,0.44444445,8.67452
"Bennies club crema hidratante con hialurónico",18,"779926",0.9333334,0,0,0,1.7333333,2.0333333,8.131073
"Xavo acondicionador hidratación con aceite de argán y almendras",19,"779927",1.9411765,0,2,0,1.4705882,1.5294118,7.2398825
"Xavo gel de ducha relajante con lavanda",20,"779928",1.8333334,0,0,0,0.5,2.8333333,7.945506
"Xavo jabón liquido mix floral",15,"779929",2.5384617,0,0,0,0.6923077,2.2307694,7.828252
"Xavo shampoo brillo y suavidad",21,"779930",4.7368417,0,0,0,1.4736842,3.368421,6.1909885
"Xavo acondicionador fuerza y volumen",16,"779931",2,0,2,0,1.3571429,2,7.0744762
"Iwoka gel de limpieza facial",8,"779863",0,0,0,0,0,0,10
"Xavo Jabón liquido mix herbal",14,"779934",4.6666665,0,0,0,1.5,3.6666665,6.0898337
"Xavo shampoo limpieza profunda con menta y tea tree",18,"779935",4.25,0,0,0,1.375,3.25,6.470909
"Xavo shampoo fortalecedor con romero y ortiga",19,"779936",4.7058825,0,0,0,1.3529412,3.7058825,6.1171227
"Dove Real Poder de las Plantas Acondicionador Fuerza+Bambú",13,"779937",6.318182,0,0,0,2.7272727,5.8,4.096793
"Dove Real Poder de las Plantas Acondicionador Nutrición+Geranio",14,"779938",7.75,0,0,0,3.25,5.9916663,3.2433653
"Dove Real Poder de las Plantas Acondicionador Fuerza+Bambú",13,"779939",6.318182,0,0,0,2.7272727,5.8,4.096793
"Dove Real Poder de las Plantas Shampoo Fuerza+Bambú",14,"779940",5.5,0,0,0,0,6.425,5.258095
"Bel lab oil extract pulpa de limpieza facial",42,"779941",13.194445,0,1.9444444,0,5.0555553,4.9444447,0.0036706924
"NATURA SIBÉRICA C-BERRICA MÁSCARA FACIAL CON VITAMINA C",19,"779944",3.982353,0.058823533,0.5882353,0.5882353,2.7058823,2.882353,5.7031054
"Nivea Rose care leche y tónico micelar",23,"4005900773845",3.8095238,0.042857148,0.9047619,0.14285715,3.761905,2.8095238,5.4384546
"Skin matters cera preventiva para mama",16,"750946",1.1538461,0,0,0,0.53846157,2.0769231,8.501188
"Opal jabón",8,"750947",0,0,0,0,0,0,10
"Skin matters roll-on contorno de ojos",4,"750948",0,0,0,0,0,0,10
"Nadanaturals desodorante natural",9,"750949",0.1,0,0,0,0,1,9.562592
"Amparo lópez serum antiedad",5,"750950",0,0,0,0,0,0,10
"Amparo López tónico facial piel grasa",5,"750951",0,0,0,0,0,0,10
"Amparo lopez labial",23,"750952",7.5277777,0.37777779,0,0,4.666667,3.3888888,3.6531596
"Cuidado integral vegano serum contorno de ojos",15,"779953",0.24615386,0,0,0,0.53846157,0.53846157,9.4738865
"Xavo acondicionador hidratación con aceite de argán y almendras",16,"C779927",0.8571429,0,2,0,0.9285714,0.8571429,8.153795
"Xavo gel de ducha relajante con lavanda",18,"C779928",1.125,0,0,0,0,2.4375,8.583393
"Xavo jabón liquido mix floral",13,"C779929",1.6363637,0,0,0,0,1.7272727,8.66247
"Xavo shampoo brillo y suavidad",18,"C779930",3.75,0,0,0,1,2.75,7.0176697
"Xavo acondicionador fuerza y volumen",14,"C779931",1.25,0,2,0,0.9166667,1.4166667,7.779821
"Xavo gel de ducha refrescante",18,"C779932",4.25,0,0,0,1.375,3.25,6.470909
"Xavo shampoo revitalizante",17,"C779933",3.6,0,0,0,1,2.7333333,7.083944
"Xavo Jabón liquido mix herbal",14,"C779934",4.6666665,0,0,0,1.5,3.6666665,6.0898337
"Xavo shampoo fortalecedor con romero y ortiga",17,"C779936",4.0666666,0,0,0,1,3.2,6.7128096
"Ocean skin Shampoo Sólido con Tensioactivos Naturales Anti Caída y Fortalecedor",17,"779964",3.5,0,0,0,2.3571427,3.1428573,6.4212036
"Ocean skin acondicionador Sólido Ultra Nutritivo y Reparador",15,"779965",1.0833334,0,0,0,1.5833334,0.4166667,8.773931
"Ocean skin Manteca Corporal Ultra Nutritiva - Pure Elixir",7,"779966",0,0,0,0,0,0,10
"Botane crema corporal vié mystiq",18,"779967",2.02,0.06666667,0.53333336,0,1.3333334,0.8666667,8.083356
"Botane SHAMPOO NATURAL HIDRATANTE Y NUTRITIVO- Vié Mystiq",15,"779968",2.7272727,0,2,0,2.3636365,0,7.180342
"FRONDA Leche de Limpieza Facial",13,"779969",0.86363643,0,0,0,0.8181818,1,8.933591
"FRONDA Acondicionador sólido cabellos normales",11,"779970",0,0,0,0,0,0,10
"FRONDA CREMA DE MANOS",11,"779971",0,0,0,0,0.8888889,0,9.646539
"Elevegan tónico facial para todo tipo de piel",10,"779972",6.5625,0.2125,0.25,0.25,2,1.875,5.566269
"Elevegan agua micelar para todo tipo de piel",10,"779973",6.7857146,0.014285715,2.142857,0.14285715,3.5714285,3.2857141,3.6604176
"Almaviva shampoo sólido fortalecedor",7,"779974",0,0,0,0,0,0,10
"Luve pro Serum Hialurónico Ultra Hidratante",26,"779975",1.8772727,0.40454546,0,0,3.3181818,1.2454545,7.277946
"Agua calma shampoo sólido tea tree",10,"779976",3.7142859,0,2,0,3.2857144,0,6.4212036
"Agua calma jabón de caléndula",8,"779977",0,0,0,0,0,0.33333334,9.867452
"Agua calma acondicionador sólido de cítricos",10,"779978",1.5,0,0,0,2.125,1.125,8.111191
"Ba byeance mascarilla purificante piel aneicas",9,"779980",0.6,0,0,0,1,0.4,9.204712
"Ba byeance emulsión de limpieza piel acneica",11,"779981",0.014285715,0,0,0,0.2857143,1.7142857,9.199031
"Ba byeance hidratante en gel",8,"779982",0,0,0,0,0,0,10
"Ba byeance barra espumante facial",6,"779983",0,0,0,0,0.6666667,1,9.33726
"Ba byeance tónico de agua de rosas",6,"779984",1.575,0,0,0,0,1.75,8.677834
"Sentida botánica shampoo sólido cabello seco",12,"779986",4.3,0,0,0,2.1000001,2.1,6.6200256
"Weleda shampoo & body wash",16,"4001638075107",5.5384617,0,0,0,1.8461539,4.923077,5.10592
"Agua calma desodorante en barra cítricos",9,"779988",0.9571429,0,0.85714287,0,0.85714287,1.8571429,8.199241
"Agua calma desodorante en barra lavanda",11,"779989",0.9888889,0,0.8888889,0,0.8888889,1.8888888,8.1487465
"Agua calma desodorante en barra tea tree",9,"779990",0.9571429,0,0.85714287,0,0.85714287,1.8571429,8.199241
"Aguapez shampoo sólido flower balance",7,"779991",0.6,0,0,0,0,0.2,9.681885
"Aguapez shampoo sólido fresh mint",8,"779992",1.8000001,0,0,0,1.2,1,8.409424
"Viasek gel",11,"779994",7.288889,0.23333335,0,0,4.111111,0.8888889,5.020613
"Bufala CHAMPÚ SÓLIDO - CABELLO GRASO",6,"779995",1,0,0,0,0,1,9.204712
"Bufala CHAMPÚ SÓLIDO - CABELLO NORMAL",9,"779996",0.1,0,0,0,0,1,9.562592
"Bufala CHAMPÚ SÓLIDO - CABELLO SECO",6,"779997",0.1,0,0,0,0,1,9.562592
"Tienda estival crema facial de Ac.Hialuronico",9,"779998",0.042857144,0,0,0,0.85714287,1,9.244476
"Tienda estival serum suero de Luz",18,"779999",3.1071427,0,0,0,0.42857143,0.8571429,8.253206
"Xavo shampoo revitalizante",20,"779933",4.6666665,0,0,0,1.5,3.388889,6.2002907
"Dermaglos gel post solar",22,"7791002",13.499999,0.5,1.8,5.5000005,9.55,4.9,-4.2157745
"LuvrePro Agua Micelar 5 en 1",19,"7791003",5.713334,0.113333344,0,0.4666667,1.1333333,6.2533336,4.56023
"TICA BRUMA DESCONGESTIVA",9,"7791005",1.5,0,0,0,0,1,9.00589
